nombre,direccion,codigo_postal,puntuacion_media,numero_reviews,tipo_negocio,latitud,longitud,categoria_negocio
Caro-Polymers Inc,"611 Bess Town Road, Bessemer City",28016,5.0,2.0,"point_of_interest, establishment",35.3068137,-81.2809185,Otros / No categorizado
Houzegoods,"N/A, Bessemer City",28016,,,"point_of_interest, establishment",35.3161558,-81.27390729999999,Otros / No categorizado
Ingnite Spirit School,"113 Roland Conner Lane, Bessemer City",28016,,,"place_of_worship, health, school, point_of_interest, establishment",35.31131469999999,-81.2747782,Religión / Culto
Max Baxter Roofing,"1605 Puetts Chapel Road, Bessemer City",28016,4.3,25.0,"roofing_contractor, point_of_interest, establishment",35.3092023,-81.2702565,Otros / No categorizado
Nana Beckas Specialty Cakes,"111 Ross Road, Bessemer City",28016,4.6,5.0,"bakery, store, point_of_interest, food, establishment",35.3173377,-81.2831971,Restauración
Harmony Baptist Church,"2009 Puetts Chapel Road, Bessemer City",28016,4.4,7.0,"church, place_of_worship, point_of_interest, establishment",35.3153749,-81.2635445,Religión / Culto
Sonco Event & Construction Rentals,"645 Bess Town Road, Bessemer City",28016,,,"point_of_interest, establishment",35.3084755,-81.27946089999999,Otros / No categorizado
Farris Fab & Machine - Paint,"520 Bess Town Road, Bessemer City",28016,,,"point_of_interest, establishment",35.3044121,-81.28189789999999,Otros / No categorizado
Mall's AfterSchool Program,"1400 Puetts Chapel Road, Bessemer City",28016,,,"point_of_interest, establishment",35.3025408,-81.2753965,Otros / No categorizado
Bessemer City Central Elem,"1400 Puetts Chapel Road, Bessemer City",28016,3.2,13.0,"primary_school, school, point_of_interest, establishment",35.30119700000001,-81.2747497,Educación
Bessemer City Primary School,"1320 North 12th Street, Bessemer City",28016,,,"primary_school, school, point_of_interest, establishment",35.3000857,-81.27575209999999,Educación
Bessemer City,Bessemer City,28016,,,"locality, political",35.284782,-81.2839183,Administración / Localidad
Northgate Apartments,"101 Northgate Lane, Bessemer City",28016,2.6,9.0,"real_estate_agency, point_of_interest, establishment",35.29955400000001,-81.281004,Comercio / Servicios
Madrid,Madrid,28017,,,"locality, political",40.41672790000001,-3.7032905,Administración / Localidad
1881 Madrid Ventas Hotel,"Calle Alcalá, 269, Madrid",28017,4.0,1567.0,"lodging, point_of_interest, establishment",40.4320781,-3.656617299999999,Alojamiento
Hotel Porcel Torre Garden,"Calle de los Hermanos García Noblejas, 190 bis, Madrid",28017,4.2,2067.0,"lodging, point_of_interest, establishment",40.4194041,-3.6253211,Alojamiento
Hotel Julia,"Calle de Julián Camarillo, 9, Madrid",28017,4.2,829.0,"lodging, point_of_interest, establishment",40.4342751,-3.6324874,Alojamiento
ibis Madrid Centro las Ventas,"Esq, C Julio Camba, Calle Alcalá, 1, Madrid",28017,4.3,2555.0,"lodging, point_of_interest, establishment",40.4305943,-3.664319699999999,Alojamiento
ibis budget Madrid Centro las Ventas,"Calle Siena 10, Paralela Con Alcala, 271, Hotel 1, Madrid",28017,4.0,2678.0,"lodging, point_of_interest, establishment",40.43251480000001,-3.656251400000001,Alojamiento
Travelodge Madrid Metropolitano,"Calle de Santa Leonor, 34, Madrid",28017,3.9,2560.0,"lodging, point_of_interest, establishment",40.4368937,-3.6311204,Alojamiento
Petit Palace Arturo Soria,"Calle de Arturo Soria, 14, Madrid",28017,4.3,1228.0,"lodging, point_of_interest, establishment",40.4394706,-3.6385395,Alojamiento
Nosolochips,"Calle del Lago Constanza, 2, local 5, Madrid",28017,4.6,350.0,"electronics_store, point_of_interest, store, establishment",40.4327847,-3.6480596,Comercio / Servicios
BBVA,"Calle Zaratán, 10, Madrid",28017,1.8,37.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.4284852,-3.6253876,Comercio / Servicios
Docamar,"Calle Alcalá, 337, Madrid",28017,4.3,14599.0,"bar, restaurant, food, point_of_interest, establishment",40.4335969,-3.6481751,Restauración
BBVA,"Calle Alcalá, 250, Madrid",28017,1.9,84.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.43200419999999,-3.6552284,Comercio / Servicios
BBVA,"Avenida del Marqués de Corbera, 53, Madrid",28017,1.8,73.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.42643109999999,-3.6513091,Comercio / Servicios
BBVA,"Calle de Emilio Ferrari, 71, Madrid",28017,1.7,63.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.43074490000001,-3.6406638,Comercio / Servicios
Colegio Joyfe,"Calle de Vital Aza, 65, Madrid",28017,,,"primary_school, school, point_of_interest, establishment",40.4332459,-3.6393782,Educación
GYM CLUB ATLAS FITNESS,"Calle de Santa Elena, 6, Madrid",28017,4.5,166.0,"gym, point_of_interest, health, establishment",40.432148,-3.651564999999999,Comercio / Servicios
"Auto-Radio Hidalgo, car batteries shop in Madrid","Calle de Emilio Gastesi Fernández, 20, Madrid",28017,4.6,222.0,"point_of_interest, store, establishment",40.43555260000001,-3.6467146,Comercio / Servicios
Juzgado Menores Nº 1,"Calle de los Hermanos García Noblejas, 37, A, Madrid",28017,2.5,28.0,"courthouse, local_government_office, point_of_interest, establishment",40.4321431,-3.6335562,Administración / Localidad
Iberdrola Inmobiliaria S A,"Calle Alcalá, 265, Madrid",28017,2.4,14.0,"real_estate_agency, point_of_interest, establishment",40.43199969999999,-3.6571733,Comercio / Servicios
Ciudad Lineal,Ciudad Lineal,28017,,,"sublocality_level_1, sublocality, political",40.4456678,-3.6543844,Administración / Localidad
CTO,"Calle de Albarracín, 34, Madrid",28017,4.4,717.0,"point_of_interest, establishment",40.434246,-3.6333448,Otros / No categorizado
Betelu,"Calle de Florencio Llorente, 27, Madrid",28017,4.6,794.0,"restaurant, food, point_of_interest, establishment",40.43435710000001,-3.6527588,Restauración
Alcampo,"Calle del Camino de los Vinateros, s/n, Madrid",28017,4.0,7898.0,"supermarket, bakery, grocery_or_supermarket, clothing_store, home_goods_store, food, store, point_of_interest, establishment",40.4120436,-3.6606455,Restauración
Academia de Baile VM22,"Calle de la Primavera de Praga, 11, Madrid",28017,4.3,24.0,"point_of_interest, establishment",40.411643,-3.655557,Otros / No categorizado
COYSA Sanitarios García Noblejas,"Calle de los Hermanos García Noblejas, 35, Madrid",28017,4.2,371.0,"home_goods_store, store, point_of_interest, establishment",40.432461,-3.633787699999999,Comercio / Servicios
Restaurante Montero Cazorla Alcala 261,"Calle Alcalá, 261, Madrid",28017,4.3,1579.0,"restaurant, food, point_of_interest, establishment",40.4320779,-3.657528899999999,Restauración
Atos,"Calle de Albarracín, 25, Madrid",28017,4.0,188.0,"point_of_interest, establishment",40.434773,-3.6323821,Otros / No categorizado
Centro de Danza y Arte de Madrid (CDAM),"Calle Amos de Escalante, 4, Madrid",28017,4.7,46.0,"point_of_interest, establishment",40.4350411,-3.6423252,Otros / No categorizado
Restaurante El Montero de Cazorla Ventas,"Calle de Cipriano Sancho, 5, Madrid",28017,4.3,2566.0,"restaurant, food, point_of_interest, establishment",40.4316926,-3.6548019,Restauración
Municipal Public Library Pablo Neruda,"Calle de Ascao, 4, Madrid",28017,4.2,238.0,"library, point_of_interest, establishment",40.4293549,-3.6416207,Otros / No categorizado
Centro Deportivo La Concepción,"Calle de José del Hierro, 5, Madrid",28017,3.8,2543.0,"point_of_interest, establishment",40.4373783,-3.649217199999999,Otros / No categorizado
Lidl,"Calle de los Hermanos García Noblejas, 23C, Madrid",28017,4.1,6399.0,"supermarket, grocery_or_supermarket, food, store, point_of_interest, establishment",40.43434999999999,-3.635149999999999,Restauración
Restaurante Ordago Madrid,"Calle de Sancho Dávila, 15, Madrid",28017,4.7,815.0,"restaurant, food, point_of_interest, establishment",40.42741719999999,-3.6616914,Restauración
Factory cardboard boxes and Bandeaux,"Calle Paredes de Nava, 43, Madrid",28017,4.1,26.0,"point_of_interest, establishment",40.4187957,-3.6280328,Otros / No categorizado
Post Office,"Calle de los Hermanos García Noblejas, 30, Madrid",28017,3.3,278.0,"post_office, finance, point_of_interest, establishment",40.43436579999999,-3.6357902,Administración / Localidad
The Veterinary Clinic,"Calle de la Marroquina, 26, Madrid",28017,4.4,549.0,"veterinary_care, point_of_interest, establishment",40.40747580000001,-3.648924799999999,Otros / No categorizado
Coworking Studio - Espacios de trabajo con almacenamiento,"Travesía de Jose Arcones Gil, 3, Madrid",28017,4.4,36.0,"real_estate_agency, point_of_interest, establishment",40.4367457,-3.638794799999999,Comercio / Servicios
Roselin Alcalá Norte,"CC ALCALÁ NORTH, Calle Alcalá, 414, Madrid",28017,4.8,1048.0,"jewelry_store, store, point_of_interest, establishment",40.4370422,-3.6380888,Comercio / Servicios
Dra. Elena Argüelles,"Calle del Camino de los Vinateros, 11, Madrid",28017,4.5,27.0,"doctor, point_of_interest, health, establishment",40.4108743,-3.6568629,Comercio / Servicios
Telkron electrónica y componentes,"Avenida Donostiarra, 13, Madrid",28017,4.1,249.0,"store, point_of_interest, establishment",40.43501459999999,-3.6575855,Comercio / Servicios
IES Francisco de Goya,"Calle de Santa Irene, 4, Madrid",28017,,,"secondary_school, point_of_interest, school, establishment",40.4180861,-3.6511085,Educación
Lidl,"Calle de María Teresa Sáenz de Heredia, 10B, Madrid",28017,4.0,1826.0,"supermarket, grocery_or_supermarket, food, store, point_of_interest, establishment",40.422479,-3.653898,Restauración
Cambridge House - Alcalá,"Calle de Gutierre de Cetina, 5, Madrid",28017,4.6,78.0,"point_of_interest, establishment",40.434296,-3.6445055,Otros / No categorizado
Marco Aldany - Calle Alcalá 345,"Calle Alcalá, 345, Madrid",28017,4.0,547.0,"hair_care, beauty_salon, store, point_of_interest, establishment",40.43392590000001,-3.6467293,Comercio / Servicios
"Ulloa Óptico – Alcalá, 359","Calle Alcalá, 359, Madrid",28017,4.8,97.0,"doctor, store, point_of_interest, health, establishment",40.4344207,-3.645680699999999,Comercio / Servicios
Roselín Calle Alcala,"Calle Alcalá, 356, Madrid",28017,4.9,2449.0,"jewelry_store, store, point_of_interest, establishment",40.43482909999999,-3.6442853,Comercio / Servicios
University Polyclinic Alfonso X the Wise,"Calle de Miguel Fleta, 12, Madrid",28017,2.7,100.0,"physiotherapist, gym, hospital, doctor, point_of_interest, health, establishment",40.4319251,-3.6308414,Comercio / Servicios
Gesvital,"Calle Alcalá, 361, Madrid",28017,4.4,10.0,"point_of_interest, health, establishment",40.4347177,-3.645369199999999,Salud
Clinica Machado,"Calle de los Hermanos Machado, 5, Madrid",28017,3.8,4.0,"doctor, point_of_interest, health, establishment",40.43241869999999,-3.649154,Comercio / Servicios
Manualidades Recreo,"Avenida del Marqués de Corbera, Nº 44, Bajo, Madrid",28017,4.6,44.0,"home_goods_store, store, point_of_interest, establishment",40.4254598,-3.6518483,Comercio / Servicios
Grupo Soldene,"Calle de Emilio Muñoz, 7, Madrid",28017,3.6,41.0,"point_of_interest, establishment",40.4308814,-3.6309256,Otros / No categorizado
Administración de lotería n°133 Loteria Portillos,"C, Calle del Camino de los Vinateros, 63, Madrid",28017,3.6,10.0,"point_of_interest, establishment",40.41051530000001,-3.652190400000001,Otros / No categorizado
Muebles de Cocina Ados S.l.,"Calle del Arroyo de la Media Legua, 29, Madrid",28017,4.2,14.0,"furniture_store, home_goods_store, store, point_of_interest, establishment",40.4111121,-3.6561882,Comercio / Servicios
TIENDA MARTYPAL,"Calle de Vital Aza, 2, Madrid",28017,3.6,32.0,"clothing_store, home_goods_store, store, point_of_interest, establishment",40.4302273,-3.6458144,Comercio / Servicios
"AGISA - General Property Management, S.A.","Calle de la Virgen de Lourdes, 38, Bajo, Madrid",28017,2.7,55.0,"real_estate_agency, point_of_interest, establishment",40.4354063,-3.6563028,Comercio / Servicios
Crosecon SA,"Calle del Vinateros, 108, Madrid",28017,3.2,167.0,"point_of_interest, health, establishment",40.4081773,-3.6469181,Salud
ESCUELA DE RISOTERAPIA EN MADRID,"Calle Arroyo de la Elipa, 12, Madrid",28017,4.0,1.0,"point_of_interest, health, establishment",40.4319436,-3.643451400000001,Salud
Muebles Ahorro Total Las Ventas,"Calle Alcalá, 222, Madrid",28017,4.2,529.0,"furniture_store, home_goods_store, store, point_of_interest, establishment",40.43123179999999,-3.6594616,Comercio / Servicios
Alk Abelló,"Calle de Miguel Fleta, 19, Madrid",28017,2.2,23.0,"point_of_interest, establishment",40.4325813,-3.629748499999999,Otros / No categorizado
Recco Imagen Y Desarrollo SL,"Calle de Albarracín, 56, Madrid",28017,3.9,70.0,"point_of_interest, establishment",40.4317669,-3.6306346,Otros / No categorizado
Blue Ridge Distilling Co Inc,"228 Redbud Lane, Bostic",28018,4.9,38.0,"point_of_interest, establishment",35.5384207,-81.7945816,Otros / No categorizado
J.B. Renovations,"1571 Golden Valley Church Road, Bostic",28018,,,"general_contractor, point_of_interest, establishment",35.52706510000001,-81.7941924,Construcción / Reformas
Smith Tractor & Equipment Co,"4131 North Carolina 226, Forest City",28018,5.0,2.0,"food, point_of_interest, establishment",35.5362943,-81.79616080000001,Restauración
Fairview Church,"4350 North Carolina 226, Bostic",28018,5.0,2.0,"church, place_of_worship, point_of_interest, establishment",35.5404586,-81.8009568,Religión / Culto
Golden Church of the Brethren,"1758 Cane Creek Mountain Road, Bostic",28018,5.0,2.0,"church, place_of_worship, point_of_interest, establishment",35.5351645,-81.8158393,Religión / Culto
Golden Valley Getaways,"462 Redbud Lane, Bostic",28018,5.0,46.0,"real_estate_agency, lodging, travel_agency, point_of_interest, establishment",35.542854,-81.791266,Alojamiento
Towery Electrical Services,"1001 Golden Valley Church Road, Bostic",28018,4.7,15.0,"electrician, point_of_interest, establishment",35.51861539999999,-81.7818702,Otros / No categorizado
Madrid,Madrid,28019,,,"locality, political",40.41672790000001,-3.7032905,Administración / Localidad
Hotel NH Madrid Ribera del Manzanares,"Paseo de la Virgen del Puerto, 57, Madrid",28019,4.4,3698.0,"lodging, point_of_interest, establishment",40.40634,-3.721825999999999,Alojamiento
Hotel Praga,"Calle de Antonio López, 65, Madrid",28019,4.1,7584.0,"lodging, point_of_interest, establishment",40.394073,-3.707562,Alojamiento
Hotel Puerta de Toledo,"Glorieta de la Puerta de Toledo, 4, Madrid",28019,4.3,3840.0,"lodging, point_of_interest, establishment",40.4063206,-3.7122787,Alojamiento
Rafaelhoteles Pirámides,"Paseo de las Acacias, 40, Madrid",28019,4.2,1338.0,"lodging, point_of_interest, establishment",40.4024822,-3.711509,Alojamiento
Hostal Don Pedro,"Calle Guabairo, 1, Madrid",28019,3.2,406.0,"lodging, point_of_interest, establishment",40.38717159999999,-3.7450847,Alojamiento
Hotel Porcel Ganivet,"Calle de Toledo, 111, 113, Madrid",28019,4.3,2619.0,"lodging, point_of_interest, establishment",40.40821989999999,-3.710767599999999,Alojamiento
Palacio Vistalegre,"Calle de Utebo, 1, Madrid",28019,4.2,8779.0,"point_of_interest, establishment",40.3862104,-3.739041599999999,Otros / No categorizado
Enagas S.A.,"Paseo de los Olmos, 19, Madrid",28019,4.1,112.0,"point_of_interest, establishment",40.4036065,-3.7102488,Otros / No categorizado
S. L. Barragan Motorcycles,"Avenida del Manzanares, 162, Madrid",28019,4.0,484.0,"clothing_store, car_repair, store, point_of_interest, establishment",40.395742,-3.708820999999999,Comercio / Servicios
BBVA,"Calle de la Oca, 77, Madrid",28019,1.6,125.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.38847489999999,-3.740999999999999,Comercio / Servicios
Pereda,"Avenida de Oporto, 10, Madrid",28019,4.2,514.0,"car_repair, furniture_store, home_goods_store, store, point_of_interest, establishment",40.3854226,-3.720168999999999,Comercio / Servicios
Bar Copon,"Calle de Mercedes Arteaga, 44, Madrid",28019,4.1,53.0,"bar, point_of_interest, establishment",40.39150059999999,-3.723019699999999,Restauración
MCD Salud & Belleza,"Calle Jilguero, 4, 1º C, Madrid",28019,4.8,17.0,"beauty_salon, point_of_interest, establishment",40.3837052,-3.7299772,Otros / No categorizado
Antoñita Jimenez Textil,"Calle de Antoñita Jiménez, 11, BAJO, Madrid",28019,4.4,367.0,"point_of_interest, establishment",40.3896867,-3.7170165,Otros / No categorizado
BBVA,"Calle de Toledo, 137, Madrid",28019,3.1,65.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.4051195,-3.7120348,Comercio / Servicios
Oficina de Empleo de Madrid Agueda Díez,"Plaza Águeda Diez, 4, Madrid",28019,3.0,226.0,"local_government_office, point_of_interest, establishment",40.390092,-3.7322783,Administración / Localidad
Sala Trivial - Club Ambiente Liberal,"Calle San Ambrosio, 8, Madrid",28019,4.0,237.0,"bar, point_of_interest, establishment",40.40467090000001,-3.7243148,Restauración
C.E.P. Pontones,"Ronda de Segovia, 52, Madrid",28019,3.5,555.0,"doctor, hospital, health, point_of_interest, establishment",40.4068175,-3.7127181,Comercio / Servicios
Centro,Centro,28019,,,"sublocality_level_1, sublocality, political",40.4167234,-3.7033851,Administración / Localidad
Hardware Irisarri Showroom,"Calle Castro de Oro, 1, Madrid",28019,4.5,1108.0,"hardware_store, store, point_of_interest, establishment",40.389403,-3.729655,Comercio / Servicios
Muebles Ahorro Total Oporto,"Avenida de Oporto, 8, Madrid",28019,4.3,412.0,"furniture_store, home_goods_store, store, point_of_interest, establishment",40.3854188,-3.7199134,Comercio / Servicios
BBVA,"Calle de Marcelo Usera, 143, Madrid",28019,1.8,80.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.38502829999999,-3.7122665,Comercio / Servicios
Restaurante Cuña Verde,"Calle Riocabado, 6, Madrid",28019,3.3,88.0,"restaurant, point_of_interest, food, establishment",40.4031361,-3.737848300000001,Restauración
Bar Cafeteria Castel,"Calle Francisco Puertas, 10, Madrid",28019,3.6,43.0,"bar, point_of_interest, establishment",40.39381529999999,-3.7385875,Restauración
El Patín de Oro SL,"Paseo de los Pontones, 17, Madrid",28019,3.9,154.0,"car_repair, store, point_of_interest, establishment",40.4055163,-3.7139575,Comercio / Servicios
