nombre,direccion,codigo_postal,puntuacion_media,numero_reviews,tipo_negocio,latitud,longitud
A,"2321 Wishbone Drive, Belmont",28012,,,"point_of_interest, establishment",35.207752,-81.0341777
Thomas Siding & Windows,"327 Paradise Circle, Belmont",28012,4.1,8.0,"general_contractor, point_of_interest, establishment",35.1909932,-81.0431144
Rouse HVAC,"805 Edgewater Drive, Belmont",28012,,,"general_contractor, point_of_interest, establishment",35.1919844,-81.04784339999999
All Action Auto Glass,"611 Edgewater Drive, Belmont",28012,5.0,189.0,"car_repair, point_of_interest, establishment",35.1911771,-81.0460447
E Hairston Construction Inc,"6030 Robert Street, Belmont",28012,4.5,2.0,"general_contractor, point_of_interest, establishment",35.21025900000001,-81.036322
Morrow painting,"320 Paradise Circle, Belmont",28012,5.0,10.0,"painter, point_of_interest, establishment",35.18984839999999,-81.04378799999999
Cramerton,Cramerton,28012,,,"locality, political",35.2350637,-81.0719744
South Point United Methodist Church Weekday School,"510 South Point Church Road, Belmont",28012,,,"school, point_of_interest, establishment",35.2043927,-81.02876380000001
Living Hope Church of Belmont,"510 South Point Church Road, Belmont",28012,,,"church, place_of_worship, point_of_interest, establishment",35.2043927,-81.02876380000001
South Point United Methodist Church,"510 South Point Church Road, Belmont",28012,4.8,12.0,"church, place_of_worship, point_of_interest, establishment",35.2045512,-81.0287608
South Point United Methodist Weekday School,"510 South Point Road, Belmont",28012,5.0,1.0,"church, school, place_of_worship, point_of_interest, establishment",35.2044257,-81.0286574
McLean Self Storage,"1322 South Point Road, Belmont",28012,5.0,254.0,"storage, point_of_interest, establishment",35.21121180000001,-81.0312119
Belmont Animal Hospital,"1806 South Point Road, Belmont",28012,4.9,97.0,"veterinary_care, point_of_interest, establishment",35.2022538,-81.0253017
High Gear Automotive LLC,"1308 South Point Road, Belmont",28012,,,"car_dealer, point_of_interest, store, establishment",35.2129455,-81.0317118
Mount Pleasant Cemetery,Belmont,28012,,,"cemetery, point_of_interest, establishment",35.2013707,-81.0243093
Lotus Self Storage,"1308 South Point Road, Belmont",28012,4.3,32.0,"storage, point_of_interest, establishment",35.2128564,-81.03126929999999
bp,"1901 South Point Road, Belmont",28012,3.3,15.0,"gas_station, car_wash, supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",35.2017172,-81.02349439999999
Hunt Brothers Pizza - Belmont,"1901 South Point Road, Belmont",28012,4.8,11.0,"meal_takeaway, restaurant, food, point_of_interest, establishment",35.2017654,-81.0233169
A1 Appliance,"1847 South Point Road, Belmont",28012,5.0,1.0,"home_goods_store, point_of_interest, store, establishment",35.2024601,-81.0232386
Sow Green Lawn Care,"125 Moonlight Way, Belmont",28012,5.0,3.0,"general_contractor, point_of_interest, establishment",35.18692179999999,-81.05142289999999
Crazy Chicken Tech,"2736 Shannon Drive, Belmont",28012,5.0,1.0,"point_of_interest, establishment",35.2169361,-81.0470555
Belmont Fire Department,"5063 Graystone Estates Drive, Belmont",28012,,,"local_government_office, point_of_interest, establishment",35.20925829999999,-81.02404949999999
Brown's Bayou,Belmont,28012,5.0,1.0,"point_of_interest, establishment",35.2056467,-81.0628682
Balancing Specialty LLC,"16 Forest Hill Road, Belmont",28012,,,"point_of_interest, establishment",35.2140812,-81.02764619999999
Bunns,"1st Street, Belmont",28012,,,"meal_takeaway, restaurant, food, point_of_interest, establishment",35.196323,-81.021435
Allen Fishing Area,"425 The Hot Hole Road, Belmont",28012,4.1,94.0,"point_of_interest, establishment",35.186021,-81.03065199999999
R & M's Mobile Car Detailing,"South Point Road, Belmont",28012,,,"point_of_interest, establishment",35.19388,-81.02223149999999
Stoweville Cemetary,Cramerton,28012,,,"point_of_interest, establishment",35.2072296,-81.0629268
Tender Home Care Agency,"2025 Wade Hampton Circle, Belmont",28012,,,"health, point_of_interest, establishment",35.2190172,-81.0428191
Madrid,Madrid,28013,,,"locality, political",40.41672790000001,-3.7032905
Eurostars Madrid Gran Vía,"Calle de Leganitos, 13, Madrid",28013,4.1,1382.0,"lodging, point_of_interest, establishment",40.4212153,-3.7099122
Vincci Capitol Hotel,"Gran Vía, 41, Madrid",28013,4.4,2637.0,"lodging, point_of_interest, establishment",40.420444,-3.706584
Petit Palace Posada del Peine,"Calle de Postas, 17, Madrid",28013,4.4,1181.0,"lodging, point_of_interest, establishment",40.41571,-3.7060284
INNSiDE by Meliá Madrid Gran Vía,"Calle de Mesonero Romanos, 13, Madrid",28013,4.3,1814.0,"lodging, point_of_interest, establishment",40.420612,-3.703958
Hotel Europa,"Calle del Carmen, 4, Madrid",28013,4.4,2067.0,"lodging, point_of_interest, establishment",40.4175032,-3.7033915
Petit Palace Triball,"Calle Gonzalo Jiménez de Quesada, 2, Madrid",28013,4.5,1730.0,"lodging, point_of_interest, establishment",40.42056549999999,-3.7029078
Hotel Victoria 4,"Calle de la Victoria, 4, Madrid",28013,4.1,1106.0,"lodging, point_of_interest, establishment",40.416379,-3.701742399999999
ME Madrid Reina Victoria,"Plaza de Santa Ana, 14, Madrid",28013,4.4,2520.0,"lodging, point_of_interest, establishment",40.414601,-3.701377000000001
Hotel Regina Madrid,"Calle Alcalá, 19, Madrid",28013,4.5,2723.0,"lodging, point_of_interest, establishment",40.4179133,-3.699877499999999
Hotel Quatro Puerta Del Sol,"Calle de Sevilla, 4, Madrid",28013,4.0,1126.0,"lodging, point_of_interest, establishment",40.41706469999999,-3.6999545
Hotel Urban,"Carrera de San Jerónimo, 34, Madrid",28013,4.5,1920.0,"lodging, point_of_interest, establishment",40.4164449,-3.6986026
Hotel Infantas by Mij,"Calle de las Infantas, 29, Madrid",28013,4.2,836.0,"lodging, point_of_interest, establishment",40.4201069,-3.6970542
Hotel Puerta de Toledo,"Glorieta de la Puerta de Toledo, 4, Madrid",28013,4.3,3840.0,"lodging, point_of_interest, establishment",40.4063206,-3.7122787
Hotel NH Madrid Ribera del Manzanares,"Paseo de la Virgen del Puerto, 57, Madrid",28013,4.4,3698.0,"lodging, point_of_interest, establishment",40.40634,-3.721825999999999
"Mandarin Oriental Ritz, Madrid","Plaza de la Lealtad, 5, Madrid",28013,4.7,3968.0,"spa, lodging, point_of_interest, food, establishment",40.4157577,-3.692606699999999
"Krüger - Restaurante Alemán | Cervecería Artesanal, Plaza España","Calle de la Princesa, 5, Madrid",28013,4.0,1442.0,"bar, restaurant, point_of_interest, food, establishment",40.4246643,-3.7133071
Espahotel Plaza España,"Plaza de España, 7, Madrid",28013,4.0,1277.0,"lodging, point_of_interest, establishment",40.42246149999999,-3.7121006
Hostal Puerta del Sol,"Puerta del Sol, 14, Madrid",28013,4.0,276.0,"lodging, point_of_interest, establishment",40.4171537,-3.7025296
Centro,Centro,28013,,,"sublocality_level_1, sublocality, political",40.4167234,-3.7033851
Hotel Santo Domingo,"Calle de San Bernardo, 1, Madrid",28013,3.9,5770.0,"lodging, point_of_interest, establishment",40.4206587,-3.7085482
Corral de la Morería,"Calle de la Moreria, 17, Madrid",28013,4.4,3788.0,"restaurant, food, point_of_interest, establishment",40.4126689,-3.7142336
Hotel Atlántico,"Gran Vía, 38, Madrid",28013,4.7,1337.0,"lodging, point_of_interest, establishment",40.42040529999999,-3.7045863
Taberna del Alabardero Madrid - Restaurante Palacio Real,"Calle de Felipe V, 6, Madrid",28013,4.3,1712.0,"bar, restaurant, food, point_of_interest, establishment",40.4186021,-3.710921599999999
Posada Del Dragón,"Calle de la Cava Baja, 14, Madrid",28013,4.3,1264.0,"clothing_store, lodging, point_of_interest, store, establishment",40.4131012,-3.7086039
Motel One Madrid - Plaza de España,"Calle del Tutor, 1, Madrid",28013,4.3,1378.0,"lodging, point_of_interest, establishment",40.42564399999999,-3.713794999999999
Petit Palace Tres Cruces,"Calle de las Tres Cruces, 6, Madrid",28013,4.4,1386.0,"lodging, point_of_interest, establishment",40.41933119999999,-3.7027806
Hotel Sterling Gran Vía,"Calle de San Bernardo, 29, 31, Madrid",28013,3.9,1417.0,"lodging, point_of_interest, establishment",40.423015,-3.707661
Room Mate Oscar Hotel,"Plaza de Pedro Zerolo, 12, Madrid",28013,4.5,3320.0,"lodging, point_of_interest, establishment",40.4206371,-3.6990059
Palacio de los Duques Gran Meliá - The Leading Hotels of the World,"Cuesta de Santo Domingo, 5, Madrid",28013,4.7,2321.0,"lodging, point_of_interest, establishment",40.419756,-3.709671
Hotel Porcel Ganivet,"Calle de Toledo, 111, 113, Madrid",28013,4.3,2619.0,"lodging, point_of_interest, establishment",40.40821989999999,-3.710767599999999
ibis Styles Madrid Prado,"Calle del Prado, 11, Madrid",28013,4.4,1250.0,"lodging, point_of_interest, establishment",40.4148772,-3.698999
Petit Palace Chueca,"Calle de Hortaleza, 3, Madrid",28013,4.4,1470.0,"cafe, restaurant, food, lodging, point_of_interest, store, establishment",40.420354,-3.7011024
Hotel Catalonia Gran Vía Madrid,"Gran Vía, 7-9, Madrid",28013,4.3,2761.0,"lodging, point_of_interest, establishment",40.4194421,-3.6988293
Hotel Madrid II Castillas,"Calle de la Abada, 7, Madrid",28013,4.3,1326.0,"lodging, point_of_interest, establishment",40.4192202,-3.704376799999999
Petit Palace Preciados,"Calle de Galdo, 2, Madrid",28013,4.2,1344.0,"lodging, point_of_interest, establishment",40.4181053,-3.7043429
Intelier Palacio San Martín,"Plaza de San Martín, 5, Madrid",28013,4.5,1278.0,"cafe, restaurant, food, lodging, point_of_interest, store, establishment",40.4186427,-3.7067589
Petit Palace Plaza del Carmen,"Plaza del Carmen, 4, Madrid",28013,4.4,1008.0,"lodging, point_of_interest, establishment",40.41903279999999,-3.7029893
Hotel Mayorazgo,"Calle de la Flor Baja, 3, Madrid",28013,4.4,4729.0,"lodging, point_of_interest, establishment",40.4221209,-3.7095924
CATS Chill Out Hostel,"Calle de la Cabeza, 24, Madrid",28013,4.0,581.0,"lodging, point_of_interest, establishment",40.4118958,-3.702101099999999
HRC Hotel,"C/ Ángel 18, Calle de Calatrava, 32, Madrid",28013,3.7,716.0,"lodging, point_of_interest, establishment",40.4098475,-3.7130869
Eurostars Casa de la Lírica,"Calle de la Aduana, 19, Madrid",28013,4.3,1403.0,"lodging, point_of_interest, establishment",40.41848239999999,-3.7012592
ibis Madrid Centro,"Calle de Manuela Malasaña, 6, Madrid",28013,4.4,1258.0,"lodging, point_of_interest, establishment",40.4287373,-3.703080499999999
Muralto Madrid Princesa,"Calle del Buen Suceso, 3, Madrid",28013,4.5,839.0,"lodging, point_of_interest, establishment",40.42914529999999,-3.716850199999999
Petit Palace Arenal,"Calle del Arenal, 16, Madrid",28013,4.4,1681.0,"lodging, point_of_interest, establishment",40.41734899999999,-3.7064961
Petit Palace Plaza España,"Calle de San Bernardo, 3, Madrid",28013,4.2,1381.0,"lodging, point_of_interest, establishment",40.42088999999999,-3.7083531
B&B Hotel Madrid Centro Plaza Mayor,"Calle de Atocha, 2, Madrid",28013,4.4,1670.0,"lodging, point_of_interest, establishment",40.41461929999999,-3.705511
Hotel Catalonia Puerta Del Sol,"Calle de Atocha, 23, Madrid",28013,4.7,1246.0,"lodging, point_of_interest, establishment",40.414026,-3.702864300000001
Posada del León de Oro,"Calle de la Cava Baja, 12, Madrid",28013,4.2,1456.0,"restaurant, lodging, point_of_interest, food, establishment",40.4131927,-3.708539400000001
Mediodía Hotel,"Plaza del Emperador Carlos V, 8, Madrid",28013,4.2,3425.0,"lodging, point_of_interest, establishment",40.4085732,-3.692866899999999
Hotel Madrisol,"Calle de Núñez de Arce, 1, Madrid",28013,3.5,816.0,"lodging, point_of_interest, establishment",40.415849,-3.7011718
Casa de Asturias,"Calle de Argumosa, 4, Madrid",28013,3.8,2504.0,"restaurant, point_of_interest, food, establishment",40.4081497,-3.699811
Exe Suites 33,"Calle de Leganitos, 33, Madrid",28013,4.1,697.0,"lodging, point_of_interest, establishment",40.42209,-3.7106566
"Room Mate Mario, Madrid","Calle de Campomanes, 4, Madrid",28013,4.5,1061.0,"lodging, point_of_interest, establishment",40.4188302,-3.7093121
Acta Madfor,"Paseo de la Florida, 13, Madrid",28013,4.2,1945.0,"lodging, point_of_interest, establishment",40.421447,-3.721714
Hotel Regente Madrid,"Calle de Mesonero Romanos, 9, Madrid",28013,4.2,2837.0,"lodging, point_of_interest, establishment",40.41970959999999,-3.7043006
Hotel Meninas,"Calle de Campomanes, 7, Madrid",28013,4.3,574.0,"lodging, point_of_interest, establishment",40.41911199999999,-3.70932
Sercotel Gran Hotel Conde Duque,"Plaza del Conde del Valle de Súchil, 5, Madrid",28013,4.3,2763.0,"lodging, point_of_interest, establishment",40.43076910000001,-3.7077407
Hotel Liabeny,"Calle de la Salud, 3, Madrid",28013,4.5,3001.0,"lodging, point_of_interest, establishment",40.4186836,-3.7040003
Petit Palace Santa Barbara,"Plaza de Santa Bárbara, 10, Madrid",28013,4.5,1702.0,"lodging, restaurant, point_of_interest, food, establishment",40.4264258,-3.696379599999999
Madrid,Madrid,28014,,,"locality, political",40.41672790000001,-3.7032905
"Mandarin Oriental Ritz, Madrid","Plaza de la Lealtad, 5, Madrid",28014,4.7,3968.0,"spa, lodging, food, point_of_interest, establishment",40.4157577,-3.692606699999999
Hotel Urban,"Carrera de San Jerónimo, 34, Madrid",28014,4.5,1920.0,"lodging, point_of_interest, establishment",40.4164449,-3.6986026
Hotel Quatro Puerta Del Sol,"Calle de Sevilla, 4, Madrid",28014,4.0,1126.0,"lodging, point_of_interest, establishment",40.41706469999999,-3.6999545
Hotel Regina Madrid,"Calle Alcalá, 19, Madrid",28014,4.5,2723.0,"lodging, point_of_interest, establishment",40.4179133,-3.699877499999999
Hotel Infantas by Mij,"Calle de las Infantas, 29, Madrid",28014,4.2,836.0,"lodging, point_of_interest, establishment",40.4201069,-3.6970542
ME Madrid Reina Victoria,"Plaza de Santa Ana, 14, Madrid",28014,4.4,2520.0,"lodging, point_of_interest, establishment",40.414601,-3.701377000000001
Hotel Victoria 4,"Calle de la Victoria, 4, Madrid",28014,4.1,1106.0,"lodging, point_of_interest, establishment",40.416379,-3.701742399999999
Hotel Europa,"Calle del Carmen, 4, Madrid",28014,4.4,2067.0,"lodging, point_of_interest, establishment",40.4175032,-3.7033915
Mediodía Hotel,"Plaza del Emperador Carlos V, 8, Madrid",28014,4.2,3425.0,"lodging, point_of_interest, establishment",40.4085732,-3.692866899999999
Petit Palace Triball,"Calle Gonzalo Jiménez de Quesada, 2, Madrid",28014,4.5,1730.0,"lodging, point_of_interest, establishment",40.42056549999999,-3.7029078
Petit Palace Posada del Peine,"Calle de Postas, 17, Madrid",28014,4.4,1181.0,"lodging, point_of_interest, establishment",40.41571,-3.7060284
INNSiDE by Meliá Madrid Gran Vía,"Calle de Mesonero Romanos, 13, Madrid",28014,4.3,1814.0,"lodging, point_of_interest, establishment",40.420612,-3.703958
Hotel NH Madrid Atocha,"Paseo de la Infanta Isabel, 9, Madrid",28014,4.2,1566.0,"lodging, point_of_interest, establishment",40.40769,-3.689457
Hostal Puerta del Sol,"Puerta del Sol, 14, Madrid",28014,4.0,276.0,"lodging, point_of_interest, establishment",40.4171537,-3.7025296
"Hotel Palacio Del Retiro, Autograph Collection","Calle de Alfonso XII, 14, Madrid",28014,4.5,485.0,"lodging, point_of_interest, establishment",40.4177785,-3.689227
Room Mate Oscar Hotel,"Plaza de Pedro Zerolo, 12, Madrid",28014,4.5,3320.0,"lodging, point_of_interest, establishment",40.4206371,-3.6990059
ibis Styles Madrid Prado,"Calle del Prado, 11, Madrid",28014,4.4,1250.0,"lodging, point_of_interest, establishment",40.4148772,-3.698999
Petit Palace Tres Cruces,"Calle de las Tres Cruces, 6, Madrid",28014,4.4,1386.0,"lodging, point_of_interest, establishment",40.41933119999999,-3.7027806
Centro,Centro,28014,,,"sublocality_level_1, sublocality, political",40.4167234,-3.7033851
Hotel Catalonia Gran Vía Madrid,"Gran Vía, 7-9, Madrid",28014,4.3,2761.0,"lodging, point_of_interest, establishment",40.4194421,-3.6988293
Petit Palace Chueca,"Calle de Hortaleza, 3, Madrid",28014,4.4,1470.0,"cafe, lodging, restaurant, food, point_of_interest, store, establishment",40.420354,-3.7011024
Eurostars Casa de la Lírica,"Calle de la Aduana, 19, Madrid",28014,4.3,1403.0,"lodging, point_of_interest, establishment",40.41848239999999,-3.7012592
CATS Chill Out Hostel,"Calle de la Cabeza, 24, Madrid",28014,4.0,581.0,"lodging, point_of_interest, establishment",40.4118958,-3.702101099999999
Petit Palace Plaza del Carmen,"Plaza del Carmen, 4, Madrid",28014,4.4,1008.0,"lodging, point_of_interest, establishment",40.41903279999999,-3.7029893
Vincci Capitol Hotel,"Gran Vía, 41, Madrid",28014,4.4,2637.0,"lodging, point_of_interest, establishment",40.420444,-3.706584
Petit Palace Preciados,"Calle de Galdo, 2, Madrid",28014,4.2,1344.0,"lodging, point_of_interest, establishment",40.4181053,-3.7043429
